CONS,ID_SUB_NOR,ESTADO,ALCALDÍA,NOMBRE_COL,COORD_UTM_,COORD_UTM1,GIRO,DÍA,HORARIO,UBIC_,NUM_OFER_1
954.00000000000,292.00000000000,CDMX,IZTAPALAPA,JARDINES DE SAN LORENZO,492306.47999999998,2133468.31000000006,,JUEVES,08:00 A 19:00 HORAS,ALDAMA ENTRE DIAGONAL DE LOS OLIVOS Y JARDIN HORTENCIA,200.00000000000
955.00000000000,293.00000000000,CDMX,IZTAPALAPA,LA PLANTA,493171.15000000002,2133164.45000000019,,MARTES,08:00 A 19:00 HORAS,MOLINO Y DERECHOS DEMOCRATICOS ENTRE AV. LA TURBA Y PIRAÑA,179.00000000000
956.00000000000,294.00000000000,CDMX,IZTAPALAPA,LOMAS DE SAN LORENZO,493336.60999999999,2136458.08999999985,,MIÉRCOLES,08:00 A 19:00 HORAS,AV. 1 ENTRE FLOR DE AZUCENA Y RIO ATOYAC,190.00000000000
957.00000000000,295.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,LUNES,08:00 A 19:00 HORAS,AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO,70.00000000000
958.00000000000,296.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,MARTES,08:00 A 19:00 HORAS,AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO,110.00000000000
959.00000000000,297.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,MIÉRCOLES,08:00 A 19:00 HORAS,AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO,70.00000000000
960.00000000000,298.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,JUEVES,08:00 A 19:00 HORAS,AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO,110.00000000000
961.00000000000,299.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,VIERNES,08:00 A 19:00 HORAS,AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO,600.00000000000
962.00000000000,300.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,SÁBADO,08:00 A 19:00 HORAS,AV. JOSE CLEMENTE OROZCO ENTRE CONDOMINIO 20 A CANAL DE CHALCO,4500.00000000000
963.00000000000,301.00000000000,CDMX,IZTAPALAPA,JOSE LOPEZ PORTILLO,491954.82000000001,2134923.50999999978,,DOMINGO,08:00 A 19:00 HORAS,"AV. JOSE CLEMENTE OROZCO ENTRE AV. TLAHUAC Y CANAL DE CHALCO; CANAL DE CHALCO DE JOSÉ CLEMENTE OROZCO HASTA LA CALLE 3 HACIA PERIFERICO ABARCANDO LAS CALLES 22 PARTE DE LA 23 , CALLES 18 Y 20",6000.00000000000
964.00000000000,302.00000000000,CDMX,IZTAPALAPA,EL MOLINO,492957.03000000003,2133568.68999999994,,LUNES,08:00 A 19:00 HORAS,JACARANDAS ENTRE PARAISO Y CEDROS,100.00000000000
965.00000000000,303.00000000000,CDMX,IZTAPALAPA,BARRIO DE GUADALUPE,492446.16999999998,2135232.12000000011,,LUNES,08:00 A 19:00 HORAS,CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC,0.00000000000
966.00000000000,304.00000000000,CDMX,IZTAPALAPA,BARRIO DE GUADALUPE,492446.16999999998,2135232.12000000011,,MARTES,08:00 A 19:00 HORAS,CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC,0.00000000000
967.00000000000,305.00000000000,CDMX,IZTAPALAPA,BARRIO DE GUADALUPE,492446.16999999998,2135232.12000000011,,JUEVES,08:00 A 19:00 HORAS,CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC,50.00000000000
968.00000000000,306.00000000000,CDMX,IZTAPALAPA,BARRIO DE GUADALUPE,492446.16999999998,2135232.12000000011,,SÁBADO,08:00 A 19:00 HORAS,CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC,50.00000000000
969.00000000000,307.00000000000,CDMX,IZTAPALAPA,BARRIO DE GUADALUPE,492446.16999999998,2135232.12000000011,,DOMINGO,08:00 A 19:00 HORAS,CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC,60.00000000000
970.00000000000,308.00000000000,CDMX,IZTAPALAPA,EL RODEO,492154.56000000000,2137955.47000000020,,DOMINGO,08:00 A 19:00 HORAS,AV. SAN LORENZO Y AV. ESTRELLA,62.00000000000
971.00000000000,309.00000000000,CDMX,IZTAPALAPA,BELLAVISTA,492349.13000000000,2137291.81000000006,,LUNES,08:00 A 19:00 HORAS,SABADEL Y 3° CERRADA DE JOSE LOPEZ PORTILLO,70.00000000000
972.00000000000,310.00000000000,CDMX,IZTAPALAPA,BELLAVISTA,492349.13000000000,2137291.81000000006,,VIERNES,08:00 A 19:00 HORAS,SABADELL Y 3° CERRADA DE JOSE LOPEZ PORTILLO,58.00000000000
973.00000000000,311.00000000000,CDMX,IZTAPALAPA,LOMAS DE SAN LORENZO,492973.85999999999,2135958.43999999994,,LUNES,08:00 A 19:00 HORAS,CALLE BENITO JUAREZ ENTRE CALLE 1 (A LA MITAD DE LA UNIDAD) HASTA LA AV. LAS TORRES,141.00000000000
974.00000000000,312.00000000000,CDMX,IZTAPALAPA,PUENTE BLANCO,493253.57000000001,2137273.35999999987,,SÁBADO,08:00 A 19:00 HORAS,SANTA CRUZ Y RIO NAZAS,45.00000000000
975.00000000000,313.00000000000,CDMX,IZTAPALAPA,PUENTE BLANCO,493212.97999999998,2137266.24000000022,,DOMINGO,08:00 A 19:00 HORAS,AV. SANTA CRUZ ESQ. CGURUBUSCO,30.00000000000
976.00000000000,314.00000000000,CDMX,IZTAPALAPA,SAN NICOLAS TOLENTINO,491305.33000000002,2137067.22000000020,,SÁBADO,08:00 A 19:00 HORAS,CALLE HIDALGO ENTRE AV.11 Y CDA. HIDALGO,20.00000000000
977.00000000000,315.00000000000,CDMX,IZTAPALAPA,2DA AMPLIACION DE SANTIAGO ACAHUALTEPEC,498324.15000000002,2139326.83000000007,,LUNES,08:00 A 19:00 HORAS,ELISA ENTRE AV. PRIMAVERA Y 3RA CDA. DE TETLALPA,150.00000000000
978.00000000000,316.00000000000,CDMX,IZTAPALAPA,MIGUEL DE LA MADRID,499869.76000000001,2138738.18999999994,,MARTES,08:00 A 19:00 HORAS,CEDRO ENTRE OAXACA Y LAUREL,40.00000000000
979.00000000000,317.00000000000,CDMX,IZTAPALAPA,SANTIAGO ACAHUALTEPEC,499534.95000000001,2140010.47999999998,,MIÉRCOLES,08:00 A 19:00 HORAS,BENITO JUAREZ E HIDALGO,176.00000000000
980.00000000000,318.00000000000,CDMX,IZTAPALAPA,2DA AMPLIACION DE SANTIAGO ACAHUALTEPEC,498324.15000000002,2139326.83000000007,,JUEVES,08:00 A 19:00 HORAS,ELISA ENTRE AV. PRIMAVERA Y 3RA CDA. DE TETLALPA,150.00000000000
981.00000000000,319.00000000000,CDMX,IZTAPALAPA,XALPA,498208.59999999998,2138023.14000000013,,VIERNES,08:00 A 19:00 HORAS,"CALLE 2, 3 Y BENITO JUAREZ",255.00000000000
982.00000000000,320.00000000000,CDMX,IZTAPALAPA,PRIMERA AMPLIACIÓN DE SANTIAGO ACAHUALTEPEC,499083.78999999998,2139908.95999999996,,SÁBADO,08:00 A 19:00 HORAS,GUILLERMO PRIETO ENTRE ROSA MORADA Y LAZARO CARDENAS  * NO SE ENCUENTRA UBICACIÓN EXACTA,130.00000000000
983.00000000000,321.00000000000,CDMX,IZTAPALAPA,TENORIOS,497831.84000000003,2137231.24000000022,,LUNES,08:00 A 19:00 HORAS,CALABAZAS Y MAIZ,145.00000000000
984.00000000000,322.00000000000,CDMX,IZTAPALAPA,TENORIOS,497831.84000000003,2137231.24000000022,,JUEVES,08:00 A 19:00 HORAS,CALABAZAS Y MAIZ,150.00000000000
985.00000000000,323.00000000000,CDMX,IZTAPALAPA,SAN MIGUEL TEOTONGO,501368.60999999999,2138222.39000000013,,LUNES,08:00 A 19:00 HORAS,ROSA ENTRE CARRIL Y FERMIN ESPINOZA,25.00000000000
986.00000000000,324.00000000000,CDMX,IZTAPALAPA,AMP. EMILIANO ZAPATA,502291.52000000002,2138567.93000000017,,MIÉRCOLES,08:00 A 19:00 HORAS,PEDRO ARMENDARIZ ENTRE VICENTE FERNANDEZ Y DOLORES DEL RIO,40.00000000000
987.00000000000,325.00000000000,CDMX,IZTAPALAPA,SAN MIGUEL TEOTONGO,501674.45000000001,2138493.83999999985,,JUEVES,08:00 A 19:00 HORAS,ORQUIDEA ENTRE GARDENIA Y CLAVEL,145.00000000000
988.00000000000,326.00000000000,CDMX,IZTAPALAPA,SAN MIGUEL TEOTONGO,501564.45000000001,2138663.54999999981,,MARTES,08:00 A 19:00 HORAS,1 DE MAYO ENTRE GASTON SANTOS Y PINO SUAREZ,50.00000000000
